;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/hud/building_templates/import_persistent_template_36;Import Persistent Template 36;;Импортировать Постоянный шаблон 36;;;;;;;
gui/hud/building_templates/import_persistent_template_37;Import Persistent Template 37;;Импортировать Постоянный шаблон 37;;;;;;;
gui/hud/building_templates/import_persistent_template_38;Import Persistent Template 38;;Импортировать Постоянный шаблон 38;;;;;;;
gui/hud/building_templates/import_persistent_template_39;Import Persistent Template 39;;Импортировать Постоянный шаблон 39;;;;;;;
gui/hud/building_templates/import_persistent_template_40;Import Persistent Template 40;;Импортировать Постоянный шаблон 40;;;;;;;
gui/hud/building_templates/import_persistent_template_41;Import Persistent Template 41;;Импортировать Постоянный шаблон 41;;;;;;;
gui/hud/building_templates/import_persistent_template_42;Import Persistent Template 42;;Импортировать Постоянный шаблон 42;;;;;;;
gui/hud/building_templates/import_persistent_template_43;Import Persistent Template 43;;Импортировать Постоянный шаблон 43;;;;;;;
gui/hud/building_templates/import_persistent_template_44;Import Persistent Template 44;;Импортировать Постоянный шаблон 44;;;;;;;
gui/hud/building_templates/import_persistent_template_45;Import Persistent Template 45;;Импортировать Постоянный шаблон 45;;;;;;;
gui/hud/building_templates/import_persistent_template_46;Import Persistent Template 46;;Импортировать Постоянный шаблон 46;;;;;;;
gui/hud/building_templates/import_persistent_template_47;Import Persistent Template 47;;Импортировать Постоянный шаблон 47;;;;;;;
gui/hud/building_templates/import_persistent_template_48;Import Persistent Template 48;;Импортировать Постоянный шаблон 48;;;;;;;
gui/hud/building_templates/import_persistent_template_49;Import Persistent Template 49;;Импортировать Постоянный шаблон 49;;;;;;;
gui/hud/building_templates/import_persistent_template_50;Import Persistent Template 50;;Импортировать Постоянный шаблон 50;;;;;;;
gui/hud/building_templates/import_persistent_template_51;Import Persistent Template 51;;Импортировать Постоянный шаблон 51;;;;;;;
gui/hud/building_templates/import_persistent_template_52;Import Persistent Template 52;;Импортировать Постоянный шаблон 52;;;;;;;
gui/hud/building_templates/import_persistent_template_53;Import Persistent Template 53;;Импортировать Постоянный шаблон 53;;;;;;;
gui/hud/building_templates/import_persistent_template_54;Import Persistent Template 54;;Импортировать Постоянный шаблон 54;;;;;;;
gui/hud/building_templates/import_persistent_template_55;Import Persistent Template 55;;Импортировать Постоянный шаблон 55;;;;;;;
gui/hud/building_templates/import_persistent_template_56;Import Persistent Template 56;;Импортировать Постоянный шаблон 56;;;;;;;
gui/hud/building_templates/import_persistent_template_57;Import Persistent Template 57;;Импортировать Постоянный шаблон 57;;;;;;;
gui/hud/building_templates/import_persistent_template_58;Import Persistent Template 58;;Импортировать Постоянный шаблон 58;;;;;;;
gui/hud/building_templates/import_persistent_template_59;Import Persistent Template 59;;Импортировать Постоянный шаблон 59;;;;;;;
gui/hud/building_templates/import_persistent_template_60;Import Persistent Template 60;;Импортировать Постоянный шаблон 60;;;;;;;
;;;;;;;;;;
gui/hud/building_templates/erase_persistent_template_25;Erase Persistent Template 25;;Очистить Постоянный шаблон 25;;;;;;;
gui/hud/building_templates/erase_persistent_template_26;Erase Persistent Template 26;;Очистить Постоянный шаблон 26;;;;;;;
gui/hud/building_templates/erase_persistent_template_27;Erase Persistent Template 27;;Очистить Постоянный шаблон 27;;;;;;;
gui/hud/building_templates/erase_persistent_template_28;Erase Persistent Template 28;;Очистить Постоянный шаблон 28;;;;;;;
gui/hud/building_templates/erase_persistent_template_29;Erase Persistent Template 29;;Очистить Постоянный шаблон 29;;;;;;;
gui/hud/building_templates/erase_persistent_template_30;Erase Persistent Template 30;;Очистить Постоянный шаблон 30;;;;;;;
gui/hud/building_templates/erase_persistent_template_31;Erase Persistent Template 31;;Очистить Постоянный шаблон 31;;;;;;;
gui/hud/building_templates/erase_persistent_template_32;Erase Persistent Template 32;;Очистить Постоянный шаблон 32;;;;;;;
gui/hud/building_templates/erase_persistent_template_33;Erase Persistent Template 33;;Очистить Постоянный шаблон 33;;;;;;;
gui/hud/building_templates/erase_persistent_template_34;Erase Persistent Template 34;;Очистить Постоянный шаблон 34;;;;;;;
gui/hud/building_templates/erase_persistent_template_35;Erase Persistent Template 35;;Очистить Постоянный шаблон 35;;;;;;;
gui/hud/building_templates/erase_persistent_template_36;Erase Persistent Template 36;;Очистить Постоянный шаблон 36;;;;;;;
gui/hud/building_templates/erase_persistent_template_37;Erase Persistent Template 37;;Очистить Постоянный шаблон 37;;;;;;;
gui/hud/building_templates/erase_persistent_template_38;Erase Persistent Template 38;;Очистить Постоянный шаблон 38;;;;;;;
gui/hud/building_templates/erase_persistent_template_39;Erase Persistent Template 39;;Очистить Постоянный шаблон 39;;;;;;;
gui/hud/building_templates/erase_persistent_template_40;Erase Persistent Template 40;;Очистить Постоянный шаблон 40;;;;;;;
gui/hud/building_templates/erase_persistent_template_41;Erase Persistent Template 41;;Очистить Постоянный шаблон 41;;;;;;;
gui/hud/building_templates/erase_persistent_template_42;Erase Persistent Template 42;;Очистить Постоянный шаблон 42;;;;;;;
gui/hud/building_templates/erase_persistent_template_43;Erase Persistent Template 43;;Очистить Постоянный шаблон 43;;;;;;;
gui/hud/building_templates/erase_persistent_template_44;Erase Persistent Template 44;;Очистить Постоянный шаблон 44;;;;;;;
gui/hud/building_templates/erase_persistent_template_45;Erase Persistent Template 45;;Очистить Постоянный шаблон 45;;;;;;;
gui/hud/building_templates/erase_persistent_template_46;Erase Persistent Template 46;;Очистить Постоянный шаблон 46;;;;;;;
gui/hud/building_templates/erase_persistent_template_47;Erase Persistent Template 47;;Очистить Постоянный шаблон 47;;;;;;;
gui/hud/building_templates/erase_persistent_template_48;Erase Persistent Template 48;;Очистить Постоянный шаблон 48;;;;;;;
gui/hud/building_templates/erase_persistent_template_49;Erase Persistent Template 49;;Очистить Постоянный шаблон 49;;;;;;;
gui/hud/building_templates/erase_persistent_template_50;Erase Persistent Template 50;;Очистить Постоянный шаблон 50;;;;;;;
gui/hud/building_templates/erase_persistent_template_51;Erase Persistent Template 51;;Очистить Постоянный шаблон 51;;;;;;;
gui/hud/building_templates/erase_persistent_template_52;Erase Persistent Template 52;;Очистить Постоянный шаблон 52;;;;;;;
gui/hud/building_templates/erase_persistent_template_53;Erase Persistent Template 53;;Очистить Постоянный шаблон 53;;;;;;;
gui/hud/building_templates/erase_persistent_template_54;Erase Persistent Template 54;;Очистить Постоянный шаблон 54;;;;;;;
gui/hud/building_templates/erase_persistent_template_55;Erase Persistent Template 55;;Очистить Постоянный шаблон 55;;;;;;;
gui/hud/building_templates/erase_persistent_template_56;Erase Persistent Template 56;;Очистить Постоянный шаблон 56;;;;;;;
gui/hud/building_templates/erase_persistent_template_57;Erase Persistent Template 57;;Очистить Постоянный шаблон 57;;;;;;;
gui/hud/building_templates/erase_persistent_template_58;Erase Persistent Template 58;;Очистить Постоянный шаблон 58;;;;;;;
gui/hud/building_templates/erase_persistent_template_59;Erase Persistent Template 59;;Очистить Постоянный шаблон 59;;;;;;;
gui/hud/building_templates/erase_persistent_template_60;Erase Persistent Template 60;;Очистить Постоянный шаблон 60;;;;;;;
;;;;;;;;;;
